,query,comment_id,comment,room_type,fuzzy_room_type
1714,关于整体满意度和前台服务的评论,1744,"很好的一次入住体验 凌晨的时候入住工作人员还是很热情很细心，房间的环境设施都很满意，床对于我来说有点软但是朋友觉得很舒服很满意。
就是地下停车场不大好找绕了两圈进去问了工作人员才知道在哪 然后早上忘记要停车券 想想算了付了50停车费 btw整体五分确实值得",花园大床房,大床房
1715,关于房间设施和餐饮设施的评论,1745,老牌的五星级酒店，设施有些年头了，办入住给免费升级了套房。还免费加了一个床。马桶声音有点大，卫生有带提高。酒店的床垫是很舒服值得入睡的，在携程定的双早，到行政酒廊用早餐说服务员说只有一位，瞬间心情就不太好，最后沟通还是去吃了早餐的，早餐种类较少，味道还可以。水果nice、尤其是蓝莓很好??。不明白酒店内部的各个部门有什么问题没有沟通好。原本还打算周六继续订房住的。现在还在还在纠结中….,花园双床房,双床房
1716,关于前台服务和退房/入住效率的评论,1746,刚入住时候没有强调自己的明确需求、被前台安排了边边房，很是生气??立马下楼联系经理换房??定了双床后台却显示大床，搞了乌龙，只能再换一次，最后由于他们的失误让我耽误了那么久才入住，免费给我升级了大房双床！很是喜欢！舒服！自助餐品种确实不多、但能吃饱，要求不高哈哈哈，里面的花园真的绝了！满满绿植～设计的好赞！,花园双床房,双床房
1717,关于卫生状况和房间设施的评论,1747,评分真的很水，最多就是个快捷酒店的样子，跟五星一点也不沾边，卫生太差，尤其是马桶，层高和低，很压抑，装修老旧，瀑布餐厅的早餐纯属噱头，种类少且难吃，并且也没有什么景观，踩雷,花园大床房,大床房
1718,关于房间设施和餐饮设施的评论,1748,房间不大，设备旧了，但保养很好，服务在线！其酒店的餐厅更是顶流！下次去广州还回去！,花园双床房,双床房
1719,关于前台服务和整体满意度的评论,1749,"前台大堂的员工都给人一种宾至如归的感觉，特别是前台带人办理入住的粉色衣服的几个小姐姐们超有礼貌的。
服务一流的花园酒店，基本上想要什么都可以商量着来。
设施都是新的，酒店装修复古，但住下却有家的感觉，很喜欢。",花园大床房,大床房
1720,关于交通便利性和周边配套的评论,1750,干净卫生，地理位置很好，出门就是地铁，有商场，去哪里都方便，有很多外国人！服务也挺好，有浴缸，酒店比较有广州特色，据说是白金5星，适合商务出差，一楼有很有名的瀑布餐厅,花园大床房,大床房
1721,关于前台服务和整体满意度的评论,1751,酒店装修有特色，前台接待Tony服务态度很好，点赞！,花园大床房,大床房
1722,关于整体满意度和公共设施的评论,1752,"又来花园小住，放开后的花园酒店又恢复了往昔的繁荣，有人气多了，希望新一年越来越好。
小雨中的花园，又是另一翻味道，小桥流水配上毛毛细雨，更像仙境了。酒廊还是一如既往的出色，虽然人多了一点，不过服务还是很好，尤其感谢Yannis和Candy的照顾，下次会再来。",花园大床房,大床房
1723,关于整体满意度和餐饮设施的评论,1753,广州入住最满意的酒店了，套房很舒服?? 还有点心赠送。行政酒廊服务不错，早餐很好吃。本来想吃荔枝湾的，但被告知晚上没座位了，可惜。于是去对面广州酒家，结果踩雷了，不建议大家去。。。,城央绿意双床房,双床房
1724,关于交通便利性和整体满意度的评论,1754,"这次带家人来广州玩几天，主要是逛逛老城区，品品老广美食，最终选择入住花园酒店。
酒店地理位置很好，步行100米就是淘金地铁站，去哪里都非常方便。
酒店虽然开业几十年了，但翻新之后还是很不错，设施齐全，服务非常热情。入住赠送了双人行政礼遇，非常贴心。
这次行程时间紧，酒店的米其林餐厅也没来得及细细品尝，下次来广州我想还是会选择这里。",花园双床房,双床房
1725,关于性价比和整体满意度的评论,1755,老牌酒店，内部设施很老了，满满的年代感，散发着历史的味道，服务还是不错的，房间卫生可以再改进一些。携程白金卡和岭南汇金卡互通，给升了房，送了行政机遇，虽然吃的很一般，但是可以在花园里喝茶吃蛋糕看孩子两不误也挺好的，很超值。,花园双床房,双床房
1726,关于前台服务和整体满意度的评论,1756,"宝藏酒店-广州花园酒店，很久不曾住在广州的内城，楼下的人群摩肩接踵，酒店大堂就像个热闹的集市，绝美的花园，如果喜欢锦鲤几乎可以盯着花园溪水里的锦鲤看上半天时光，包罗世界美味的酒店餐厅，而且一间酒店里最多家米其林餐厅的，可能就是花园酒店里，不同于珠江新城的四季，柏悦，瑰丽，80年代的老酒店，有着独特的味道
特别讲前台接待小胡，知道我们第一次入住特别的介绍了一下酒店，马上就有了好感，特意安排了别具岭南特色的房型，很感谢啦",花园大床房,大床房
1727,关于前台服务和餐饮设施的评论,1757,非常满意的一次旅行住宿！不愧是广州著名的酒店，服务热情周到。入住当天，前台Wendy 十分贴心地为我们升级了行政商务套房。晚上在锦鲤行政酒廊，体验欢乐时光。酒廊就在内花园，安静优雅。酒廊的Katherine 很暖心地送给我又一份欢乐体验，品尝美点。让人难忘的一次五星级的享受??,花园双床房,双床房
1728,关于卫生状况和餐饮设施的评论,1758,酒店很气派，房间卫生一般，服务还行，早餐品种单一，但是果汁都是nfc果汁，酸奶也不错,花园双床房,双床房
1729,关于前台服务和整体满意度的评论,1759,kiki Kristy 服务很好，酒店环境不错，推荐推荐！,羊羊得意主题大床房,主题房
1730,关于整体满意度和体验的评论,1760,很有气质的一个酒店 满意的体验,花园双床房,双床房
1731,关于整体满意度和餐饮设施的评论,1761,不愧为中国三大白金级酒店之一，环境优美，有花园和博物馆可以参观，服务热情贴心，早餐丰盛美味，除了床有些软，住感几乎完美。,城央绿意双床房,双床房
1732,关于前台服务和交通便利性的评论,1762,"必须要给酒店一个大大的好评，尤其是前台一位染了头发的个子高高的男生（抱歉忘记了他的姓名）和当时在的主管。
我当时通过携程订的房间，到达前台的时候因为晕机+晕车非常不舒服。结果携程的预订出了问题，当时前台查不到我的订单。这位男生帮我查了很久，看我不舒服先请我在旁边坐下。后来联系携程，好容易订单重新弄好后居然又把我姓名弄错。折腾了好一阵才弄好住宿。
这位男生从头到尾态度非常好，看我带着行李和娃，还有送水。后来还请示主管帮我把房间升级，也送了小礼物。整个过程前台的男生和主管态度都非常好。其实这本来完全不是酒店的问题，但是酒店的态度实在是很令人满意。
于是后来我取消了原本订好的酒店，续住下去。
酒店本身其实有点老，但是交通的确非常方便。周围美食也很多。
后来走的时候又忘记东西在酒店，酒店也专门发了短信来提醒。
服务足以弥补硬件的问题。
酒店的洗漱台非常有特色，在极其有限的空间里营造出了德罗斯特效应。",花园双床房,双床房
1733,关于交通便利性和前台服务的评论,1763,作为一家改革开放后的酒店，有近四十年的历史了。服务有程序有规范，设施有做了升级，交通也方便，地铁、巴士都在大门口近旁。,花园双床房,双床房
1734,关于公共设施和餐饮设施的评论,1764,"酒店自带博物馆，每个餐厅都很网红。春节期间人非常多，但是办理入住还比较人性化。
  行政酒廊不错，酒店自带瀑布，可以打卡拍照。后花园有许多锦鲤可以喂养。",花园大床房,大床房
1735,关于整体满意度和前台服务的评论,1765,体验很好的一次住宿经历，酒店年味很浓，一进大堂就充满浓浓的年味，让我们大年初一从外地来广州度假的人员感觉像过年，服务员态度很好，酒店一楼瀑布餐厅很有特色，景色好，胃口都好了。,城央绿意双床房,双床房
1736,关于整体满意度和体验的评论,1766,每次到广州习惯入住这里，服务很周到。,花园大床房,大床房
1737,关于周边配套和交通便利性的评论,1767,在广州过春节第一站，前台小哥给升级了房间（低价有偿），大堂里春节气氛浓烈，酒店门前有地铁出行方便，最好的地方就是酒店周边步行10分钟内有点都德和陶陶居，咱到广州不就是为了吃嘛！,城央绿意双床房,双床房
1738,关于整体满意度和性价比的评论,1768,"设施：大厅非常具有老牌五星酒店的霸气感觉。
卫生：中规中矩。
环境：绝对是非假日酒店界的NO1。感觉比一些假日酒店还好。
服务：几个外籍服务员态度还是不错的。
尊享行政礼遇（包含下午茶和欢乐时光）:绝对超值！必须定！必须定！必须定！",花园双床房,双床房
1739,关于前台服务和退房/入住效率的评论,1769,酒店服务到位 感谢tony老师办理入住速度很快 酒店博物馆和岭南花园是亮点,花园大床房,大床房
1740,关于整体满意度和房间设施的评论,1770,从小就听说过花园酒店，这次来广州终于住过了。套间里面设计，装饰和家具还都很新，服务员都主动打招呼，酒店春节期间也装饰的新春喜庆。特别喜欢花园酒店，下次还会来入住。,花园大床房,大床房
1741,关于公共设施和餐饮设施的评论,1771,酒店大堂很奢华超级气派，有红楼梦金箔墙，在瀑布餐厅用自助餐198一位蛮好的??我们的房间套房住着很舒服，出行很便利哦！,红棉大床套房,套房
1742,关于前台服务和客房服务的评论,1772,有休息厅，房间干净整洁，服务员服务专业，办理入住的帅哥，靓妺很耐信，易于沟通，因要续住一天，Betty的处理方法很暖心，非常感谢！以后出差，旅游还会考虑入住！,粤韵双床套房,套房
1743,关于餐饮设施和前台服务的评论,1773,"酒店本身的历史文化很丰富，是全国3家白金五星级酒店之一，有自己的博物馆，还有4家米其林餐厅，可惜只体验了荔湾亭，所有的工作人员都很热情和亲切，交通很便利，去哪里都方便，不足的自助餐没什么吃的。小插曲是瀑布餐厅2次把我们房间包含的自助餐人数弄错，就有点无语，不知道为啥会这样
服务：",粤韵双床套房,套房
1744,关于前台服务和整体满意度的评论,1774,酒店大堂很漂亮，Chloe小姐姐的服务也很好,城央绿意大床房,大床房
1745,关于整体满意度和前台服务的评论,1775,五星酒店的典范，服务非常周到，入住离店非常便捷，虽然是老饭店，但感觉一点都不差，很满意！,花园双床房,双床房
1746,关于整体满意度和性价比的评论,1776,广州5星级宾馆首选，无论环境还是卫生用品餐食服务等均为上佳，性价比超过预期，商务家庭旅游俱可,红棉大床套房,套房
1747,关于整体满意度和体验的评论,1777,以前在后面的写字楼上班。这次回来玩住这里特别有亲切感,红棉大床套房,套房
1748,关于性价比和餐饮设施的评论,1778,环境好，房间也舒适，有个大浴缸，儿子超喜欢，年三十入住的，超有过年气氛，初一还有醒狮表演，性价比高，自助早餐品种丰富，晚餐也不错，但价位有点高，胜在方便。,花园大床房,大床房
1749,关于整体满意度和前台服务的评论,1779,不愧为国家首批五星级酒店，接待服务一流！大堂办理入住的 Gillian非常热情，给我们免费升级到套房。设施齐全，卫生整洁，床品舒适，交通方便，小花园环境优美，特别是米其林美食非常好。下次再来广州还住这里。,红棉双床套房,套房
1750,关于前台服务和卫生状况的评论,1780,经常来广州，入住都是选择花园酒店，大堂大气，布置的也非常精美好看，前台同事办理入住迅速，房间卫生干净，退房接收到大堂经理lavinia的回访，询问入住体验很贴心。,花园双床房,双床房
1751,关于前台服务和整体满意度的评论,1781,非常满意，Zoey很热情,花园双床房,双床房
1752,关于房间设施和前台服务的评论,1782,整体都很满意，酒店环境服务都很棒，每个服务员都笑意盈盈，时刻打招呼和询问需求，特别是前台Viria，得知我带父母来游玩，怕老人家舍不得特别给免了加床费，每天的欢迎甜点也很棒，正值中秋还特别准备了小??，唯一美中不足的是酒店手持花洒水温很不稳定，t忽冷忽烫，不知是不是单一间房的问题，老人家洗完澡第二天就感冒发烧了，影响了部分行程，除此之外都挺好,红棉双床套房,套房
1753,关于公共设施和餐饮设施的评论,1783,"作为80年代建成的第一批酒店，到现在还能吸引网红去打卡，可谓经久不衰。酒店充满岭南特色，园林精致，标志性景点18米双瀑布飞流直下，洞里惊现观音像，博物馆记录了酒店行业发展史，专业布置不输省博。比很多酒店都宽敞的健身房、25米游泳池，自由商务办公区，都非常不错。荔湾亭供应的早餐十分丰富，就是有的点心蒸的时间不够，还可以改善。
6.1儿童节入住，特别感谢前台小姐姐Suki的细心接待，帮考虑了老人小孩的需求，安排了全家都满意的红棉套房。",花园双床房,双床房
1754,关于餐饮设施和整体满意度的评论,1784,广州花园酒店不愧为中国唯三的白金五星级酒店，1985年开业的酒店到最近的装修，后花园贝大师30年前的设计，现在都不过时。广州的米其林餐厅炳胜公馆、江，味道不错。,花园大床房,大床房
1755,关于房间设施和卫生状况的评论,1785,房间特别小 没有淋浴的地方 只能站在浴缸里淋浴 然后就造成了滑倒受伤 挺可怕的 卫生也不好 抽屉里还有用过的浴帽 浴缸里有没清理干净的头发 再也不会住这家酒店了,城央绿意双床房,双床房
1756,关于交通便利性和房间设施的评论,1786,交通方便，去哪很方便，服务很好，房间设施虽有点陈旧但设计很合理，床超级超级舒服大赞！瀑布餐厅人很多感受不好，但二楼荔湾粤式餐厅推荐，环境菜品都很好～下次还来,红棉大床套房,套房
1757,关于卫生状况和周边配套的评论,1787,"卫生减一星是杯子没消毒倒水有奇怪甜味
来广州核心区，周边小吃餐厅餐馆众多
楼下还有广式点心和高级西餐日餐厅
服务中规中矩，酒店内花园非常好赞
就是锦鲤进不去，不然就完美了",花园大床房,大床房
1758,关于房间设施和整体满意度的评论,1788,见过最拥挤的31平米房间 小得放不下两个行李箱 浴室就是一个小浴缸围起来 洗淋浴都要跨进浴缸 老人是没办法用的 本来打算住三天 第二天果断退房换酒店,花园双床房,双床房
1759,关于整体满意度和前台服务的评论,1789,rain 服务很好 酒店环境很棒 下次还会再来,红棉大床套房,套房
1760,关于房间设施和前台服务的评论,1790,64 平的大床房宽敞舒服，基本的服务也在。但花园酒店确实有点老了，前台迎宾接待的小姐姐培训不专业。以价位来说不如后面两天住的四季酒店。楼下的荔湾亭餐厅好评，值得一试！,红棉大床套房,套房
1761,关于公共设施和退房/入住效率的评论,1791,作为广州老字号的星级酒店，真的很不错，有瀑布，有后花园，有酒店博物馆，退房的时候人多，又帮我们走快速通道进行办理，总之一切都很好，这次体验很不错,花园大床房,大床房
1762,关于客房服务和餐饮设施的评论,1792,行政酒廊的服务人员对我们一家人关爱有加，情人节还赠送了鲜花??环境也是超级棒，适合休闲度假??房间搞卫生的小哥也是非常贴心。,花园双床房,双床房
1763,关于整体满意度和前台服务的评论,1793,"多次入住花园酒店，服务好，非常喜欢！粤韵房型近年装修，非常满意，下次还会选择花园酒店！
设施：好
卫生：好
环境：好
服务：好",花园大床房,大床房
1764,关于整体满意度和体验的评论,1794,广州之旅圆满落成，酒店不错 下次可以继续入住,花园大床房,大床房
1765,关于前台服务和整体满意度的评论,1795,每次来广州都住花园酒店，服务很好，特别是KIKI，服务无微不至，很热情周到，博物馆很有意思，酒吧驻唱很nice。,红棉大床套房,套房
1766,关于整体满意度和前台服务的评论,1796,服务非好，酒店环境不错。孩子们玩的很开心,花园双床房,双床房
1767,关于整体满意度和卫生状况的评论,1797,"服务：满意
环境：很好
卫生：很好
设施：可以",花园双床房,双床房
1768,关于整体满意度和前台服务的评论,1799,老酒店一直保养的挺好，服务也很好，前台帅哥给房间做了升级，还送了早茶和下午茶，早上吃过早茶后花园观光一下心情舒畅，以后再来广州一定来住花园酒店，来酒店花园赏鱼，真的舒服,花园大床房,大床房
1769,关于整体满意度和客房服务的评论,1800,花园酒店的客房和员工的服务都非常不错，很满意的一次出行！Mikey很热情，以后还会回来住！,红棉大床套房,套房
1770,关于周边配套和退房/入住效率的评论,1801,位置比较好，服务也可以，周边有很多好吃的，就是酒店时间比较久，房间有点旧人也多，晚上11点了办理入住感觉都还要排队,城央绿意大床房,大床房
1771,关于前台服务和餐饮设施的评论,1802,酒店大堂接待很好 就是排队太长了 二楼中餐厅出品太差了 应该提高 完全不是原来的水平  三楼桃源还可以 出菜速度应该提高,花园大床房,大床房
1772,关于前台服务和周边配套的评论,1803,办理入住的时候Yedda给小朋友送了酒店自制的小点心，还给我们升级了房间，房间干净整洁，周边有名的广式早茶距离都很近，超棒！,花园大床房,大床房
1773,关于前台服务和整体满意度的评论,1804,每次出差必选的酒店，服务特别好，这次早上就到了酒店前台找到有空房直接给提前入住了，特别感谢酒店的人性化服务,花园大床房,大床房
1774,关于整体满意度和餐饮设施的评论,1805,美食加美景，不愧是广州老牌的五星酒店，软件服务比硬件更胜一筹，下回有机会一定再次入住，五星好评!,花园双床房,双床房
1775,关于整体满意度和前台服务的评论,1806,很高兴这次来广州选择了花园酒店～ 很有历史沉淀感的酒店，后花园非常漂亮，名副其实的花园酒店，Billy替我们办理了原房续住省去了我们换房间的麻烦，特别感恩感谢～ 感受到了广州人民的友好与好客，会推荐以后来广州的朋友入住此酒店～,红棉大床套房,套房
1776,关于整体满意度和体验的评论,1807,推荐推荐，还是很好的，赞????，比较适合商旅客人入住的酒店，短暂的体验岭南文化，酒店设计的文化植入点恰到好处,城央绿意双床房,双床房
1777,关于性价比和前台服务的评论,1808,来过几次了，这个价钱有个套房就真的很值，而且前台小姐姐超有礼貌。不过停车不太方便，没有独立化妆台和全身镜，可以改进,红棉大床套房,套房
1778,关于前台服务和餐饮设施的评论,1809,广州老牌五星级酒店，服务态度很好??，入住当天因为是38节，还有??送喔，里面有网红打卡地瀑布餐厅????,城央绿意双床房,双床房
1779,关于房间设施和交通便利性的评论,1810,大堂和公共区域很美，不错，唯独房间略小，卫生间和浴室公用一个移门，也是很尴尬，只适合家庭游。离地铁站很近，交通还算方便,花园双床房,双床房
1780,关于公共设施和体验的评论,1811,很不错，大堂很美,花园双床房,双床房
1781,关于交通便利性和周边配套的评论,1812,酒店很漂亮，环境很好，交通便利，逛街很方便,花园大床房,大床房
1782,关于整体满意度和安静程度的评论,1813,不愧是广州第一家五星级酒店，服务满分，餐食满分，环境也很好，临街也不吵，床品没有异味，没想到在酒店睡的这么踏实，强力推荐，秒杀网红酒店。,花园大床房,大床房
1783,关于卫生状况和整体满意度的评论,1814,"房间干净 很不错 
第二次入住",花园双床房,双床房
1784,关于前台服务和卫生状况的评论,1815,前台服务很贴心，酒店设施很好，卫生干净。,花园大床房,大床房
1785,关于前台服务和客房服务的评论,1816,非常用心的管理，虽然是较老牌的酒店，但是周到的服务和人文关怀还是很到位的,花园大床房,大床房
1786,关于餐饮设施和整体满意度的评论,1817,"老酒店了，即便新装修过，也比较一般。
主要还是2楼的餐厅好。",红棉双床套房,套房
1787,关于前台服务和整体满意度的评论,1818,7年前带家人来访广州住在花园酒店，当时对酒店的优雅环境和良好服务印象深刻。这次在广州游玩还是住在了花园酒店，体验还是和上次一样的好。入住时前台Justin热心地帮我们升级了有瀑布景观的房间，还赠送了早餐。和朋友在荔湾亭餐厅品尝到了地道精致的早茶。,红棉大床套房,套房
1788,关于整体满意度和卫生状况的评论,1819,酒店环境别有风格，卫生管理都非常到位，工作人员热情有礼，酒店美食应有尽有，值得选择的五星酒店??,花园双床房,双床房
1789,关于餐饮设施和公共设施的评论,1820,服务、早餐、环境都很不错！健身设施很齐全！,花园大床房,大床房
1790,关于前台服务和房间设施的评论,1821,"前台Betty真的超级无敌好哇??
看我娃蔫巴蔫巴的，先是送花再送冰箱贴就是想让我娃开心起来！什么神仙前台！
本来定的红棉双床还提醒我粤韵是新装修比较适合bb，帮我升级了！还送了洗护哈哈哈哈哈
而且会问你出行计划，帮你推荐地方；酒店的服务设施?营业时间都很好的告知了！还有酒店26个打卡点推荐哈哈哈哈哈哈
房间分区设计规划合理，有个小客厅适合带娃父母半夜吃宵夜，就是没浴缸可惜啦！而且空调会一直对头吹，带娃要注意一下。
酒店一步一景，完全逛不完；
瀑布餐厅的早餐就一般咯，但服务人员都十分nice！
是下次来广州会再住的酒店，附近吃的也多，偶然走到一家至胜茶餐厅真的好好吃????",红棉双床套房,套房
1791,关于整体满意度和前台服务的评论,1822,非常棒的体验，我们到的比较晚，前台小姐姐帮升级了套房，床很舒服，酒店的餐厅也非常不错，早餐很丰富，服务很好！,花园大床房,大床房
1792,关于房间设施和餐饮设施的评论,1823,吃的还行，房内设施一般，柜子顶部差不多掉落,花园大床房,大床房
1793,关于安静程度和前台服务的评论,1824,花园酒店位于广州繁华心庄之地，大堂金碧辉煌及人来人往，房间里却宁静的像在山中，体现了安全感，服务员在面对交流时都是弯腰状态，非常有礼貌！,花园大床房,大床房
1794,关于整体满意度和前台服务的评论,1825,第二次入住广州花园酒店，这次也入住非常场愉快，Kiki服务非常贴心，本次也体验到了房型升级的服务，很开心～,花园大床房,大床房
1795,关于房间设施和整体满意度的评论,1826,大厅很漂亮，房间床也很软，谢谢rain,花园大床房,大床房
1796,关于整体满意度和前台服务的评论,1827,很满意服务很好，老牌五星级硬件有点老化，但是服务很周到。好评,红棉大床套房,套房
1797,关于前台服务和整体满意度的评论,1828,可能是春节开放爆满旅游，除了前台等开房以外其余我觉得都不错，毕竟是老酒店了，有经验有各种应对流程。下次还会选住。,红棉大床套房,套房
1798,关于前台服务和交通便利性的评论,1829,花园酒店给我惊喜太多了。不要担心老旧，一点问题都没有。位置绝佳，交通方便。下午茶小点心很好吃，有水准！必须表扬服务，这才是酒店最牛的地方。从办理入住，到锦鲤下午茶餐厅，几个小姐姐服务贴心周到，柔声细语，退房方便，小玉姑娘还送了孩子小礼物。强烈推荐！！,花园大床房,大床房
1799,关于整体满意度和体验的评论,1830,不错一直住花园酒店,城央绿意大床房,大床房
1800,关于整体满意度和前台服务的评论,1831,常被亲友问为啥每次到广州 花园酒店都是首选？我觉得虽然建成多年 但这里仍然是卓越的经典酒店代表 室内设施维护的极佳-至今大堂和花园都是熠熠生辉的存在！这里服务多年以来也是保持优秀，从门童到礼宾客房都彬彬有礼，即便北上深住惯国际品牌酒店比较下也会对花园的水准折服；前台接待是酒店的灵魂人物，这次接待的Yedda令人印象深刻！看到我们家庭入住就主动找出我的会员号，给予升级服务，家人很惊喜，更加固花园粉丝地位！酒店拥有米其林两星的泰安门，以及经典茶楼荔湾亭，加之市中心淘金的地段也是餐厅咖啡密布，粤菜黄埔军校利苑就在旁边，试问如今哪家国际品牌在广州能拥有如此丰富的经典配套资源！,花园双床房,双床房
1801,关于前台服务和整体满意度的评论,1832,每次来广州都是入住花园酒店；一如既往的贴心服务；尊享行政礼遇；感谢kiki赠送给女儿的小礼物和忘记名字的小姐姐升级的客房；顶级白金五星级酒店实至名归；强力推荐！,红棉双床套房,套房
1802,关于前台服务和整体满意度的评论,1833,真的很好 比起其他连锁五星多了很多岭南当地的特色 十分精致 尤其是前台Viria 很热心 入住很顺利,花园大床房,大床房
1803,关于周边配套和交通便利性的评论,1834,非常好的一家酒店，有文化有历史，有自己的酒店博物馆，周边可逛的地方非常多，吃饭交通都非常方便，后花园很优秀！,花园双床房,双床房
1804,关于整体满意度和餐饮设施的评论,1835,第三次入住，五星级酒店的服务名不虚传，房间升级，瀑布餐厅和锦鲤酒吧都去打卡，假期愉快完美！,红棉大床套房,套房
1805,关于前台服务和整体满意度的评论,1837,酒店的JESSIE人非常好，还给我们升了房间，非常满意的住店体验,城央绿意大床房,大床房
1806,关于公共设施和餐饮设施的评论,1838,硬件非常不错，花园和酒廊都是非常不错的。,花园大床房,大床房
1807,关于餐饮设施和整体满意度的评论,1839,"设施：设施不错
卫生：卫生很好
环境：绿化不错
服务：服务一流
餐厅：荔湾厅无敌好吃！",花园大床房,大床房
1808,关于整体满意度和性价比的评论,1840,被降级了，非常生气，不可理喻。感觉住在医院的病房里面，四位数一晚的五星级酒店，真的莫名其妙,花园双床房,双床房
1809,关于整体满意度和卫生状况的评论,1841,真不错。先住了两天，去珠海又玩儿了两天，回到广州再次选择花园酒店。很干净，很舒心，以后再过去还会选择入住,花园大床房,大床房
1810,关于餐饮设施和整体满意度的评论,1842,非常舒服，住了很多天，不愧是广州的老牌酒店，尤其是早茶，广州前三，非常有特色，还有瀑布餐厅，真的很漂亮啊,城央绿意大床房,大床房
1811,关于整体满意度和前台服务的评论,1843,客房很舒服，酒店环境真的很喜欢，酒店前台viria很热情贴心。,红棉大床套房,套房
1812,关于整体满意度和前台服务的评论,1844,"来过广州很多次了，但花园酒店还是第一次入住，尽管对老广来说这个酒店已经一点都不陌生，但对于外地人来讲，真的是一次非常好的打卡体验。
浓重的历史氛围，里面的酒店博物馆都给人非常好的体验，然后让人了解到这所酒店在历史当中所经历的人与酒店准备的东西，除了常见五星级酒店都会准备的咖啡机饮品以外，甚至还有一次性的搓澡巾海盐，真的是非常的细心。
服务方面特别感谢前台的betty小姐在入住的时候给我们做了一个房间的升级，再加上中秋节的月饼，真的是氛围满满。",花园大床房,大床房
1813,关于前台服务和交通便利性的评论,1845,这次十一广州之行的最后一晚选在了广州花园酒店，之前住过白云宾馆，花园酒店和白云宾馆隔了条马路，酒店门口就是地铁淘金站，对面有广州友谊商场，周边老字号餐饮齐全，广州酒家，陶陶居，点都德步行几分钟就到。打车出租司机说我们选的花园酒店服务特别好，软硬件设施在广州都是非常好的！办理入住时确实感受到了，前台接待ARIEL和kamille两位小姑娘看到我儿子手臂受伤，主动帮助我们，送了我们迎宾鲜花，还送了酒店纪念品，帮我们升级了房间！让我们切身感受到了酒店好客之礼！谢谢花园酒店为这次旅行挂上完美句号！,花园双床房,双床房
1814,关于性价比和交通便利性的评论,1846,广州花园酒店，老牌五星级酒店，位置老城区，但出行很方便，性价比非常好，酒店气派、设施齐全，符合五星级标准,花园大床房,大床房
1815,关于整体满意度和前台服务的评论,1847,酒店很大气，进大堂就闻到很香的味道，工作人员也很热情，服务很好，距离地铁站近，出行方便；值得入住，推荐,花园大床房,大床房
1816,关于前台服务和整体满意度的评论,1848,首先用一个字形容广州花园酒店，那就是“赞”！要点名感谢接待我们的阮小姐Carey！在住店的3晚里面，全程帮我们解决了各种问题，提前帮我们安排了房间，主动帮我们推荐了各种合适的用餐方案，还有小礼物和小食！酒店的环境也让我们一行人印象深刻，一进门的白金五星牌子，check in的巨大金色背景墙，巨大的瀑布和锦鲤花园，甚至大堂里开满花的的桃树都是活的，环境真的就是和它的名字一样，是个到处充满美景的大花园！酒店到处都是给你打招呼的服务员，各种问题都可以得到第一时间的解答，而且非常有耐心。酒店门口因为是春节，还有各种表演和活动，有各种小礼物赠送！我们住的房间还可以看到酒店瀑布、酒店泳池，甚至还有远处的广州塔！我们的酒店早餐有3个餐厅可以用餐，选择了行政酒廊和荔湾亭，早餐都是广式茶点、特色面和粥，还有各种饮料和小食，口味和环境也是没话说，行政酒廊边吃还可以边喂锦鲤、看瀑布美景，真的是非常惬意！这次的春节旅行让我非常满意，广州花园酒店下次一定是我去广州的第一选择！谢谢Carey阮小姐、谢谢广州花园酒店！,花园大床房,大床房
1817,关于整体满意度和前台服务的评论,1849,花园酒店作为羊城老牌的五星级酒店，新年期间服务保持一贯的高水准，周到细致热情贴心，老广特色十足，诚意推荐。,红棉大床套房,套房
1818,关于公共设施和房间设施的评论,1850,羡慕花园里的鱼??建议升级引导粉裙小姐姐服装、房间中式元素、进大门玻璃转门,城央绿意大床房,大床房
1819,关于房间设施和景观/朝向的评论,1851,外部环境非常好！房间装修太老了！,花园双床房,双床房
1820,关于前台服务和整体满意度的评论,1852,服务态度很不错，住的很舒服，大堂马卡龙很好吃，12块一个性价比不错，免费升级了套房，很不错！！！！！,城央绿意双床房,双床房
1821,关于前台服务和交通便利性的评论,1853,服务不错 特别是kiki 交通便利 房间清洁阿姨服务也很好,花园大床房,大床房
1822,关于整体满意度和体验的评论,1854,大理石贴近壁画印象深刻 花园酒店给我的感觉就是经典 极具韵味 底蕴深厚 又与时俱进,花园双床房,双床房
1823,关于前台服务和整体满意度的评论,1855,酒店环境非常棒，后花园，博物馆都很好逛。前厅接待的susan非常好，因为朋友生日，帮我们争取了加床，早餐，水果，蛋糕，房间布置等福利。客务部的卢小姐帮我们延迟退房。入住体验很不错。唯一不足，卫生间地漏有味道，希望改进。,红棉双床套房,套房
1824,关于整体满意度和交通便利性的评论,1856,春节去的，年味很浓，酒店各方面都不错，出行也方便，以后还会选择，对广州旅游景点非常满意，以后每年都想来,花园双床房,双床房
1825,关于交通便利性和周边配套的评论,1857,位置很方便，出门就是地铁口，对面就是广州酒家。过年期间新春氛围浓。据说酒店早茶很好吃，没来得及尝试。,城央绿意双床房,双床房
1826,关于餐饮设施和整体满意度的评论,1858,升级了行政房，酒店一如既往，每次来广州都住在这里。三楼饮茶的环境也极好，和熙熙攘攘的茶楼有不同的体验。,花园大床房,大床房
1827,关于安静程度和整体满意度的评论,1859,过年期间酒店过节气氛很浓，大堂也一直有小活动可以参与。房间是对道路一侧的，隔音也不错，睡的很好??,花园大床房,大床房
